EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,hrs
1650,Very High,Medium,Better,30,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,1,Sales Executive,Single,48500,0.0,Y,12,8,1,4.0,4,3,1,2,High,Excellent,6.484916207529722
1651,Very High,High,Better,35,No,Travel_Rarely,Research & Development,12,College,Medical,1,Female,2,Sales Representative,Married,28090,4.0,Y,23,8,1,10.0,2,8,0,0,Low,Outstanding,8.908956868260555
1652,Low,High,Better,31,Yes,Travel_Frequently,Research & Development,22,College,Medical,1,Female,2,Sales Executive,Married,56890,3.0,Y,15,8,2,12.0,2,1,0,0,Medium,Excellent,6.582671903460834
1653,Medium,Low,Better,34,Yes,Travel_Frequently,Sales,17,Below College,Marketing,1,Male,1,Research Director,Divorced,20010,9.0,Y,22,8,1,11.0,5,3,0,2,Very High,Outstanding,10.986562213039445
1654,Medium,High,Better,42,No,Travel_Frequently,Research & Development,2,Master,Medical,1,Female,1,Research Scientist,Married,29770,4.0,Y,15,8,3,8.0,3,2,2,0,Medium,Excellent,7.781885727190556
1655,Medium,Very High,Good,36,No,Non-Travel,Research & Development,3,Master,Medical,1,Male,1,Research Scientist,Single,40250,1.0,Y,11,8,0,10.0,3,10,9,7,High,Excellent,7.170598474010278
1656,High,High,Better,22,Yes,Travel_Frequently,Research & Development,7,Bachelor,Medical,1,Female,2,Laboratory Technician,Single,37850,5.0,Y,13,8,2,4.0,2,2,1,2,High,Excellent,6.447918439716111
1657,Medium,Very High,Better,48,No,Travel_Rarely,Research & Development,6,Bachelor,Medical,1,Male,1,Laboratory Technician,Married,108540,2.0,Y,14,8,1,14.0,6,9,6,7,High,Excellent,6.709413841807778
1658,Low,Medium,Better,55,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1,Female,1,Sales Executive,Single,120310,3.0,Y,11,8,0,37.0,5,10,7,7,High,Excellent,7.307114071038056
1659,Very High,Very High,Better,41,No,Non-Travel,Research & Development,3,College,Life Sciences,1,Female,2,Research Scientist,Single,99360,7.0,Y,17,8,1,16.0,2,14,1,10,Medium,Excellent,6.191297498797222
1660,Medium,High,Better,35,No,Travel_Rarely,Research & Development,22,Bachelor,Medical,1,Female,1,Sales Representative,Married,29660,9.0,Y,18,8,0,15.0,2,11,6,9,Medium,Excellent,5.9924359903380555
1661,Medium,High,Better,40,No,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,1,Female,2,Laboratory Technician,Single,25710,7.0,Y,14,8,0,22.0,1,20,5,13,High,Excellent,7.288338081671389
1662,High,High,Better,39,No,Travel_Frequently,Research & Development,12,Below College,Medical,1,Male,1,Research Scientist,Married,99910,1.0,Y,16,8,1,8.0,3,8,0,7,High,Excellent,7.058667355371667
1663,Medium,Very High,Best,31,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,Male,3,Research Director,Single,61420,4.0,Y,13,8,2,10.0,2,6,0,5,Medium,Excellent,8.677375910746667
1664,Very High,Low,Good,42,No,Travel_Rarely,Research & Development,5,Bachelor,Medical,1,Male,3,Sales Executive,Married,53900,1.0,Y,14,8,0,10.0,3,10,5,8,High,Excellent,10.683432958274722
1665,Very High,Medium,Best,45,No,Travel_Rarely,Research & Development,2,Below College,Medical,1,Female,4,Sales Executive,Married,44040,0.0,Y,23,8,0,9.0,2,8,3,7,High,Outstanding,7.330355940355833
1666,Medium,High,Good,26,Yes,Travel_Frequently,Research & Development,2,Below College,Life Sciences,1,Female,2,Laboratory Technician,Divorced,59930,0.0,Y,12,8,0,8.0,3,7,1,0,High,Excellent,9.168659122085
1667,Very High,Very High,Best,29,No,Travel_Rarely,Research & Development,5,Bachelor,Medical,1,Male,1,Research Scientist,Divorced,51300,4.0,Y,11,8,0,8.0,3,3,1,2,Medium,Excellent,7.402640086206667
1668,Low,High,Better,33,No,Travel_Rarely,Research & Development,16,Bachelor,Medical,1,Female,1,Laboratory Technician,Divorced,20900,4.0,Y,16,8,0,10.0,2,6,0,5,High,Excellent,7.377401960784167
1669,High,Very High,Good,31,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,1,Female,1,Sales Executive,Divorced,29090,9.0,Y,14,8,2,10.0,2,5,0,1,High,Excellent,6.706642406598611
1670,Medium,Medium,Better,18,Yes,Travel_Frequently,Research & Development,2,Bachelor,Technical Degree,1,Male,1,Sales Executive,Single,34680,1.0,Y,18,8,2,0.0,4,0,0,0,Very High,Excellent,9.177018140589444
1671,High,Low,Better,40,No,Non-Travel,Research & Development,1,Master,Technical Degree,1,Female,2,Laboratory Technician,Divorced,30680,3.0,Y,19,8,0,20.0,3,1,0,1,Medium,Excellent,6.854247349008611
1672,Low,High,Better,41,No,Non-Travel,Research & Development,23,Bachelor,Life Sciences,1,Male,2,Manufacturing Director,Single,26700,2.0,Y,15,8,2,10.0,2,8,0,7,Medium,Excellent,9.155915725046944
1673,Low,High,Better,26,No,Travel_Rarely,Research & Development,9,Master,Medical,1,Male,3,Healthcare Representative,Divorced,26930,5.0,Y,17,8,3,8.0,3,0,0,0,Medium,Excellent,5.995600472813056
1674,Low,High,Better,35,No,Travel_Rarely,Research & Development,16,Master,Medical,1,Male,2,Human Resources,Single,95260,1.0,Y,15,8,0,5.0,2,5,0,3,Medium,Excellent,6.285756744398611
1675,Very High,Very High,Better,34,No,Travel_Rarely,Research & Development,26,Bachelor,Medical,1,Male,1,Laboratory Technician,Single,52370,1.0,Y,19,8,1,10.0,3,10,5,7,Medium,Excellent,6.382130033963889
1676,High,Very High,Bad,26,Yes,Travel_Rarely,Sales,1,Bachelor,Marketing,1,Female,2,Manufacturing Director,Single,24260,1.0,Y,22,8,0,1.0,3,1,0,0,Low,Outstanding,8.709504781420556
1677,Medium,Very High,Best,37,No,Travel_Rarely,Research & Development,8,Below College,Life Sciences,1,Male,1,Sales Executive,Single,41930,4.0,Y,16,8,1,12.0,5,6,1,2,High,Excellent,7.423980716253333
1678,Low,High,Good,46,No,Travel_Frequently,Research & Development,4,Below College,Medical,1,Male,5,Human Resources,Married,29110,5.0,Y,13,8,0,28.0,3,2,1,2,High,Excellent,6.1410992402658335
1679,Medium,High,Better,41,No,Travel_Rarely,Research & Development,24,Below College,Life Sciences,1,Male,1,Research Director,Married,26610,7.0,Y,14,8,1,22.0,2,18,11,8,High,Excellent,7.649375303250833
1680,Low,Medium,Better,37,No,Non-Travel,Research & Development,7,College,Medical,1,Male,1,Sales Executive,Divorced,20280,1.0,Y,16,8,1,9.0,3,9,7,7,High,Excellent,7.489332125603611
1681,Very High,Low,Better,52,No,Travel_Rarely,Sales,2,Below College,Medical,1,Male,1,Laboratory Technician,Divorced,99800,3.0,Y,11,8,1,18.0,2,10,6,9,High,Excellent,9.078804644808612
1682,Very High,High,Better,32,Yes,Non-Travel,Research & Development,7,College,Life Sciences,1,Female,2,Research Director,Married,32980,8.0,Y,22,8,0,6.0,4,4,1,2,Medium,Outstanding,5.933824696545278
1683,Very High,Very High,Better,24,No,Travel_Frequently,Sales,22,Bachelor,Life Sciences,1,Female,1,Healthcare Representative,Married,29350,0.0,Y,14,8,2,3.0,5,2,2,1,Medium,Excellent,5.974057710727778
1684,High,High,Better,38,No,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,1,Female,1,Research Scientist,Married,154270,3.0,Y,16,8,1,18.0,2,1,0,0,High,Excellent,5.963820048309167
1685,Medium,Medium,Good,37,No,Travel_Rarely,Research & Development,1,Master,Technical Degree,1,Female,5,Research Scientist,Married,39440,6.0,Y,11,8,2,8.0,3,6,4,3,High,Excellent,6.802800332383611
1686,Very High,High,Better,49,No,Travel_Rarely,Sales,21,Below College,Life Sciences,1,Male,1,Sales Executive,Divorced,40110,1.0,Y,18,8,2,31.0,2,31,0,9,Low,Excellent,10.797482923497222
1687,Medium,Very High,Better,24,No,Travel_Rarely,Sales,1,Bachelor,Marketing,1,Female,1,Sales Executive,Married,34070,1.0,Y,15,8,2,6.0,2,6,1,4,Medium,Excellent,9.008302600472778
1688,Low,Medium,Best,26,No,Travel_Rarely,Research & Development,19,Master,Technical Degree,1,Female,4,Sales Executive,Married,119940,1.0,Y,14,8,1,6.0,6,5,1,4,High,Excellent,7.319440821255833
1689,Very High,Medium,Better,24,No,Travel_Rarely,Sales,7,Bachelor,Medical,1,Female,1,Laboratory Technician,Married,12320,1.0,Y,12,8,0,1.0,4,1,0,0,Low,Excellent,6.786804407713333
1690,Low,Medium,Better,50,No,Travel_Frequently,Sales,2,College,Marketing,1,Male,1,Sales Executive,Married,29600,1.0,Y,14,8,3,32.0,2,32,10,7,High,Excellent,6.745699588477223
1691,Medium,High,Better,25,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,1,Research Scientist,Married,190940,1.0,Y,16,8,0,7.0,3,7,0,6,Medium,Excellent,7.3752356557375
1692,Low,High,Better,24,Yes,Travel_Frequently,Research & Development,2,Bachelor,Medical,1,Male,2,Research Scientist,Married,39190,1.0,Y,21,8,0,6.0,3,6,1,2,High,Outstanding,10.750182403433334
1693,Medium,Low,Best,30,Yes,Travel_Frequently,Research & Development,9,Bachelor,Other,1,Male,2,Healthcare Representative,Married,68250,1.0,Y,14,8,0,1.0,2,1,0,0,High,Excellent,6.916813936781389
1694,Medium,Very High,Better,34,No,Travel_Rarely,Sales,6,College,Life Sciences,1,Male,4,Research Director,Married,102480,1.0,Y,12,8,1,6.0,4,6,1,3,High,Excellent,8.880400709219723
1695,Medium,Low,Bad,31,Yes,Travel_Rarely,Research & Development,9,Below College,Medical,1,Female,1,Sales Representative,Divorced,189470,2.0,Y,12,8,2,9.0,2,3,1,2,Medium,Excellent,6.698702887909723
1696,Low,Very High,Better,35,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Female,5,Sales Executive,Single,24960,4.0,Y,17,8,3,9.0,3,3,0,2,High,Excellent,7.861873306233056
1697,Low,Very High,Best,31,No,Travel_Rarely,Sales,1,Bachelor,Marketing,1,Female,2,Sales Executive,Divorced,64650,4.0,Y,17,8,0,13.0,3,7,5,7,High,Excellent,6.234197786998611
1698,Low,High,Good,27,No,Travel_Rarely,Sales,22,Master,Medical,1,Male,1,Sales Representative,Divorced,22060,0.0,Y,14,8,1,6.0,4,5,0,3,High,Excellent,7.854169071668889
1699,Very High,High,Good,37,No,Travel_Rarely,Sales,9,Master,Marketing,1,Female,2,Laboratory Technician,Married,20860,4.0,Y,14,8,0,17.0,3,3,1,0,High,Excellent,8.836226757369445
1700,Very High,Medium,Best,20,No,Travel_Rarely,Research & Development,17,Master,Medical,1,Female,1,Sales Representative,Single,22930,1.0,Y,13,8,2,1.0,3,1,0,0,Low,Excellent,7.064417824073889
1701,High,Very High,Better,42,No,Travel_Rarely,Research & Development,28,Master,Life Sciences,1,Female,2,Manufacturing Director,Married,26450,1.0,Y,15,8,0,10.0,5,10,2,2,High,Excellent,7.443925772245
1702,Medium,Very High,Good,43,No,Travel_Rarely,Research & Development,10,Doctor,Technical Degree,1,Female,2,Sales Executive,Divorced,26830,4.0,Y,11,8,0,21.0,3,1,0,0,High,Excellent,8.721149626517223
1703,High,Low,Good,38,No,Travel_Rarely,Human Resources,2,Master,Medical,1,Male,1,Human Resources,Single,20140,3.0,Y,17,8,1,8.0,5,0,0,0,Very High,Excellent,6.765957977207778
1704,Very High,High,Better,43,No,Travel_Frequently,Sales,4,Bachelor,Medical,1,Female,2,Healthcare Representative,Divorced,34190,3.0,Y,11,8,1,10.0,5,8,4,7,High,Excellent,9.141189458689444
1705,Very High,Low,Bad,48,No,Travel_Rarely,Research & Development,8,Below College,Medical,1,Male,2,Laboratory Technician,Married,53760,7.0,Y,13,8,1,21.0,3,3,0,2,Very High,Excellent,6.976984633569722
1706,Low,High,Best,44,No,Travel_Rarely,Sales,29,Master,Marketing,1,Male,2,Sales Executive,Single,19510,4.0,Y,22,8,3,10.0,4,2,0,2,Very High,Outstanding,6.698729024943056
1707,High,High,Better,34,No,Travel_Rarely,Research & Development,13,Master,Life Sciences,1,Female,1,Laboratory Technician,Divorced,23410,1.0,Y,20,8,2,8.0,3,8,0,6,Medium,Outstanding,8.344315776815556
1708,High,Low,Better,27,Yes,Travel_Rarely,Sales,27,Bachelor,Life Sciences,1,Male,2,Research Scientist,Divorced,22930,0.0,Y,18,8,0,5.0,0,4,0,2,High,Excellent,6.452070187471389
1709,High,High,Better,21,No,Travel_Rarely,Sales,16,College,Life Sciences,1,Male,3,Sales Executive,Single,87260,1.0,Y,11,8,1,3.0,2,3,1,2,Low,Excellent,7.105013057929722
1710,Very High,Very High,Best,44,No,Travel_Rarely,Research & Development,2,College,Life Sciences,1,Male,1,Laboratory Technician,Married,40110,4.0,Y,14,8,1,26.0,2,2,0,1,High,Excellent,8.654981325863611
1711,Low,High,Better,22,No,Travel_Rarely,Research & Development,2,College,Medical,1,Female,2,Laboratory Technician,Married,195450,0.0,Y,14,8,0,3.0,3,2,2,2,Medium,Excellent,5.9787715016269445
1712,High,High,Better,33,No,Travel_Rarely,Sales,13,Master,Marketing,1,Female,2,Manufacturing Director,Divorced,45680,<built-in method __round__ of numpy.float64 object at 0x0000018675B7B030>,Y,18,8,1,6.0,2,5,1,2,High,Excellent,7.329120971620833
1713,Low,Very High,Good,32,No,Travel_Rarely,Research & Development,1,Below College,Life Sciences,1,Female,1,Healthcare Representative,Married,30220,1.0,Y,16,8,1,6.0,3,6,0,5,High,Excellent,9.394063492063333
1714,High,High,Better,30,No,Travel_Frequently,Research & Development,4,Doctor,Technical Degree,1,Male,3,Manager,Divorced,57720,1.0,Y,17,8,0,1.0,3,1,0,0,High,Excellent,7.2436243386241665
1715,Very High,Low,Best,53,No,Travel_Rarely,Research & Development,24,Bachelor,Other,1,Female,3,Manager,Single,22690,7.0,Y,11,8,1,18.0,2,14,8,10,Medium,Excellent,7.1054965277777775
1716,Medium,Very High,Good,34,No,Travel_Rarely,Research & Development,1,Doctor,Medical,1,Male,1,Research Scientist,Married,53810,1.0,Y,12,8,0,10.0,0,10,8,8,High,Excellent,7.3705688985927775
1717,Low,Low,Better,45,Yes,Travel_Frequently,Research & Development,19,Master,Life Sciences,1,Male,3,Research Director,Married,34410,2.0,Y,13,8,1,5.0,5,1,0,0,High,Excellent,7.584060627016944
1718,High,Very High,Better,26,No,Travel_Rarely,Research & Development,7,College,Life Sciences,1,Male,1,Manufacturing Director,Married,54540,1.0,Y,13,8,1,3.0,5,3,0,2,Very High,Excellent,9.919204816404166
1719,High,High,Better,37,No,Travel_Rarely,Research & Development,4,Bachelor,Medical,1,Male,1,Manager,Married,98840,1.0,Y,14,8,0,10.0,3,10,7,8,Medium,Excellent,6.150848898467222
1720,Medium,High,Good,29,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Female,1,Healthcare Representative,Married,41570,1.0,Y,17,8,3,6.0,2,6,1,2,High,Excellent,6.771195175438334
1721,Medium,Very High,Better,35,No,Travel_Rarely,Research & Development,10,Doctor,Medical,1,Female,4,Laboratory Technician,Single,134580,1.0,Y,11,8,0,17.0,3,17,11,8,High,Excellent,6.699114657210278
1722,High,Very High,Bad,33,No,Travel_Frequently,Research & Development,8,Bachelor,Technical Degree,1,Male,2,Laboratory Technician,Divorced,90690,3.0,Y,25,8,1,15.0,3,13,4,7,High,Outstanding,7.434210284664722
1723,High,Medium,Better,54,No,Travel_Rarely,Research & Development,5,College,Life Sciences,1,Female,2,Sales Executive,Married,40140,2.0,Y,19,8,1,16.0,4,9,7,1,Medium,Excellent,6.397855603448056
1724,Medium,Medium,Better,36,No,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,1,Male,2,Research Scientist,Divorced,59150,2.0,Y,13,8,1,13.0,3,3,0,2,Medium,Excellent,10.705447916666667
1725,Low,Very High,Better,27,No,Travel_Rarely,Sales,9,Bachelor,Marketing,1,Male,5,Research Director,Single,59930,0.0,Y,14,8,1,5.0,3,4,1,1,Low,Excellent,6.9697318840577775
1726,Very High,High,Better,20,Yes,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1,Male,5,Sales Representative,Single,61620,1.0,Y,12,8,3,1.0,2,1,1,1,Medium,Excellent,8.610434532042222
1727,Low,Low,Better,33,Yes,Travel_Frequently,Research & Development,15,Master,Medical,1,Female,1,Laboratory Technician,Single,24060,1.0,Y,11,8,0,10.0,3,10,9,7,High,Excellent,10.29240625
1728,High,High,Better,35,No,Non-Travel,Research & Development,2,Below College,Medical,1,Male,1,Research Scientist,Married,187400,1.0,Y,19,8,1,1.0,2,1,0,0,Very High,Excellent,6.666013946044722
1729,Low,Low,Best,23,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,1,Healthcare Representative,Married,76370,2.0,Y,11,8,1,5.0,3,3,0,2,High,Excellent,7.041941000918055
1730,Very High,Medium,Better,25,No,Travel_Rarely,Research & Development,11,Bachelor,Medical,1,Male,2,Manufacturing Director,Married,100960,0.0,Y,11,8,1,4.0,3,3,1,2,High,Excellent,7.707655464105834
1731,Very High,Very High,Better,38,No,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,1,Male,5,Research Scientist,Single,147560,0.0,Y,20,8,1,8.0,3,7,0,5,Medium,Outstanding,6.807263374485555
1732,Medium,Very High,Better,29,No,Travel_Frequently,Sales,2,Master,Life Sciences,1,Male,4,Healthcare Representative,Divorced,64990,1.0,Y,18,8,3,10.0,3,10,2,8,Medium,Excellent,7.7430300925925
1733,Medium,Medium,Better,48,No,Travel_Rarely,Research & Development,16,Bachelor,Technical Degree,1,Male,1,Sales Executive,Married,97240,3.0,Y,13,8,0,12.0,2,2,2,2,Very High,Excellent,7.118721524871945
1734,Very High,Very High,Better,27,No,Travel_Frequently,Sales,4,Bachelor,Technical Degree,1,Male,5,Laboratory Technician,Divorced,21940,1.0,Y,12,8,0,6.0,5,6,0,4,High,Excellent,8.93886643026
1735,Very High,Very High,Better,37,No,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,1,Male,3,Manager,Single,33880,3.0,Y,11,8,0,4.0,2,1,0,0,Very High,Excellent,7.502249884739444
1736,Very High,High,Better,50,No,Travel_Rarely,Sales,5,Bachelor,Medical,1,Male,1,Laboratory Technician,Married,54730,1.0,Y,19,8,1,20.0,2,20,3,8,Very High,Excellent,9.124803290414722
1737,Very High,Medium,Best,34,No,Travel_Rarely,Research & Development,18,Below College,Medical,1,Male,1,Healthcare Representative,Single,27030,1.0,Y,21,8,1,9.0,2,8,7,7,High,Outstanding,6.725369986168611
1738,Low,High,Better,24,Yes,Travel_Rarely,Research & Development,17,College,Life Sciences,1,Female,1,Healthcare Representative,Single,25010,9.0,Y,12,8,0,4.0,3,2,2,0,Low,Excellent,7.503401056014445
1739,Very High,High,Better,39,No,Travel_Rarely,Research & Development,12,Doctor,Medical,1,Female,1,Sales Representative,Single,62200,1.0,Y,14,8,2,20.0,2,20,11,10,High,Excellent,6.713165294924444
1740,Very High,Very High,Good,32,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,5,Research Scientist,Single,30380,1.0,Y,11,8,0,10.0,5,10,0,8,Low,Excellent,7.859955418381111
1741,Medium,High,Better,50,Yes,Travel_Frequently,Research & Development,4,College,Medical,1,Male,4,Sales Representative,Married,44240,3.0,Y,14,8,1,18.0,2,4,1,3,Medium,Excellent,8.207366522366389
1742,Medium,Very High,Good,38,No,Travel_Rarely,Research & Development,9,Master,Life Sciences,1,Male,1,Sales Executive,Single,43120,0.0,Y,12,8,1,10.0,2,9,1,8,Medium,Excellent,7.167205387205278
1743,High,Low,Better,27,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,1,Male,5,Research Scientist,Married,132450,1.0,Y,23,8,1,9.0,3,9,0,7,Medium,Outstanding,6.422536029753333
1744,High,Very High,Better,32,No,Travel_Rarely,Sales,1,Bachelor,Medical,1,Male,2,Sales Executive,Single,136640,3.0,Y,14,8,0,10.0,6,7,7,7,High,Excellent,7.89293877551
1745,Very High,Low,Better,47,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,1,Female,5,Sales Executive,Single,50210,2.0,Y,17,8,0,20.0,3,7,1,7,High,Excellent,6.676836219336111
1746,Very High,Low,Better,40,No,Travel_Frequently,Research & Development,3,Master,Medical,1,Female,3,Human Resources,Married,51260,5.0,Y,18,8,0,20.0,2,18,1,12,High,Excellent,8.5004375
1747,High,High,Better,53,No,Travel_Rarely,Research & Development,7,Below College,Life Sciences,1,Male,2,Laboratory Technician,Married,28590,3.0,Y,18,8,1,32.0,2,5,1,3,High,Excellent,6.7834377967711115
1748,Medium,Very High,Good,41,No,Travel_Rarely,Sales,6,Bachelor,Medical,1,Male,1,Sales Executive,Divorced,102390,3.0,Y,24,8,3,23.0,3,21,12,6,High,Outstanding,7.7065374942841665
1749,Low,Low,Better,60,No,Travel_Rarely,Research & Development,8,College,Life Sciences,1,Female,5,Laboratory Technician,Single,53290,8.0,Y,20,8,0,10.0,3,2,2,2,Very High,Outstanding,6.546290708812222
1750,Very High,Low,Good,27,No,Travel_Frequently,Research & Development,29,Below College,Life Sciences,1,Male,2,Manufacturing Director,Divorced,43250,1.0,Y,14,8,0,9.0,2,9,1,7,Medium,Excellent,7.3504386574072225
1751,Very High,High,Better,41,No,Travel_Rarely,Research & Development,3,Bachelor,Medical,1,Male,1,Manufacturing Director,Married,72600,1.0,Y,16,8,0,22.0,2,22,2,10,High,Excellent,6.236250581125
1752,Very High,Medium,Better,50,No,Travel_Rarely,Sales,9,Bachelor,Life Sciences,1,Male,2,Research Scientist,Married,23220,7.0,Y,25,8,1,4.0,0,2,2,2,Very High,Outstanding,7.342279233381666
1753,Low,Medium,Better,28,Yes,Travel_Rarely,Sales,2,Master,Life Sciences,1,Male,3,Research Scientist,Single,20750,7.0,Y,18,8,3,10.0,0,7,3,7,Medium,Excellent,8.03433127572
1754,Low,Low,Better,36,No,Non-Travel,Research & Development,10,Master,Technical Degree,1,Female,2,Research Scientist,Married,41520,9.0,Y,19,8,1,10.0,3,8,0,5,High,Excellent,5.983727636534722
1755,High,High,Best,38,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1,Female,3,Manager,Single,96190,4.0,Y,13,8,1,10.0,2,1,0,0,High,Excellent,9.798519323671389
1756,Low,High,Better,44,No,Non-Travel,Research & Development,8,College,Life Sciences,1,Male,1,Research Scientist,Single,135030,2.0,Y,12,8,0,9.0,6,5,1,4,Medium,Excellent,6.097483728498333
1757,Very High,High,Good,47,No,Travel_Frequently,Research & Development,27,Bachelor,Life Sciences,1,Male,1,Research Scientist,Divorced,54410,9.0,Y,22,8,1,28.0,6,22,11,13,Medium,Outstanding,8.299020531400833
1758,High,Very High,Good,30,No,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,1,Male,2,Sales Executive,Divorced,52090,7.0,Y,14,8,1,10.0,3,8,7,7,High,Excellent,7.4907700993675
1759,High,High,Better,29,No,Travel_Rarely,Research & Development,1,College,Medical,1,Female,1,Sales Executive,Single,106730,1.0,Y,13,8,3,1.0,2,1,0,0,High,Excellent,6.4005764503438884
1760,High,High,Better,42,Yes,Travel_Frequently,Research & Development,10,Below College,Life Sciences,1,Female,1,Sales Executive,Divorced,50100,6.0,Y,21,8,3,7.0,3,2,2,2,High,Outstanding,9.916764172335556
1761,Very High,Very High,Better,43,No,Travel_Frequently,Research & Development,26,Below College,Life Sciences,1,Male,1,Laboratory Technician,Married,135490,3.0,Y,11,8,2,7.0,3,2,2,2,High,Excellent,7.088208154506389
1762,Medium,High,Better,34,No,Travel_Rarely,Research & Development,2,Doctor,Technical Degree,1,Male,2,Healthcare Representative,Single,49990,3.0,Y,12,8,2,10.0,2,5,4,3,Very High,Excellent,6.366692894611111
1763,Medium,Low,Best,23,No,Travel_Rarely,Sales,13,Bachelor,Marketing,1,Male,5,Sales Executive,Married,42210,1.0,Y,11,8,1,5.0,4,4,0,2,High,Excellent,7.805959699453333
1764,High,Medium,Bad,39,No,Travel_Rarely,Sales,2,Master,Marketing,1,Female,4,Healthcare Representative,Married,138720,9.0,Y,12,8,3,12.0,3,8,3,6,Medium,Excellent,6.258829614132778
1765,High,Very High,Good,56,No,Travel_Rarely,Research & Development,2,Master,Medical,1,Male,1,Manager,Married,20420,7.0,Y,12,8,0,30.0,6,10,1,1,High,Excellent,7.036491470723611
1766,Very High,Very High,Good,40,No,Travel_Rarely,Sales,9,Bachelor,Marketing,1,Male,2,Research Scientist,Single,20730,0.0,Y,14,8,0,5.0,3,4,2,3,High,Excellent,8.797861336946667
1767,Very High,Low,Bad,27,No,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,1,Female,1,Laboratory Technician,Single,29560,8.0,Y,13,8,0,9.0,6,7,0,7,High,Excellent,7.461399134790278
1768,Very High,Medium,Better,29,No,Travel_Rarely,Sales,20,Bachelor,Marketing,1,Female,2,Manager,Divorced,29260,1.0,Y,15,8,1,2.0,3,2,2,2,Medium,Excellent,7.066662149954722
1769,Very High,Very High,Better,53,No,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,1,Female,3,Laboratory Technician,Single,48090,2.0,Y,18,8,0,19.0,2,2,2,2,High,Excellent,6.298445165945
1770,Very High,Low,Best,35,No,Non-Travel,Research & Development,5,Below College,Medical,1,Male,1,Healthcare Representative,Divorced,51630,2.0,Y,18,8,2,16.0,4,1,0,0,High,Excellent,7.0772057438794445
1771,Low,Very High,Better,32,No,Travel_Frequently,Sales,4,Master,Life Sciences,1,Male,2,Sales Executive,Married,188440,1.0,Y,19,8,0,10.0,3,10,4,7,Low,Excellent,7.808465986394444
1772,Very High,High,Bad,38,No,Travel_Rarely,Sales,10,Bachelor,Medical,1,Male,4,Laboratory Technician,Married,181720,6.0,Y,12,8,2,6.0,5,1,0,1,High,Excellent,10.874641723355833
1773,Medium,Low,Better,34,No,Travel_Rarely,Research & Development,20,Bachelor,Medical,1,Female,3,Laboratory Technician,Divorced,57440,3.0,Y,19,8,1,7.0,4,0,0,0,Medium,Excellent,6.170700431034445
1774,High,Low,Best,52,No,Travel_Rarely,Sales,21,Doctor,Technical Degree,1,Male,3,Manager,Married,28890,1.0,Y,11,8,1,34.0,2,34,1,16,High,Excellent,5.9691642300194445
1775,Very High,Very High,Good,33,Yes,Travel_Rarely,Research & Development,1,College,Medical,1,Male,3,Laboratory Technician,Single,28710,1.0,Y,17,8,3,10.0,2,10,7,8,High,Excellent,9.988328779599167
1776,High,Very High,Good,25,No,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,1,Male,2,Research Scientist,Single,74840,1.0,Y,15,8,0,6.0,3,6,1,4,High,Excellent,7.684882434301389
1777,Medium,High,Better,45,No,Travel_Rarely,Sales,2,Bachelor,Life Sciences,1,Male,3,Healthcare Representative,Single,60740,0.0,Y,14,8,0,9.0,2,8,3,1,High,Excellent,5.9682435344825
1778,Low,High,Better,23,No,Travel_Rarely,Research & Development,23,Below College,Life Sciences,1,Female,2,Research Scientist,Single,173280,1.0,Y,17,8,1,2.0,2,2,0,2,Low,Excellent,7.997055555555556
1779,Medium,High,Better,47,Yes,Travel_Frequently,Research & Development,4,Bachelor,Life Sciences,1,Male,1,Research Director,Single,27740,4.0,Y,13,8,1,8.0,2,5,1,3,High,Excellent,9.967268126176945
